2020-12-30 16:11:03.474350	54	3
2020-12-30 16:11:08.488593	53	3
2020-12-30 16:11:13.503695	53	3
2020-12-30 16:11:18.519405	53	3
2020-12-30 16:11:23.534764	52	3
2020-12-30 16:11:28.549740	52	3
2020-12-30 16:11:33.564704	52	3
2020-12-30 16:11:38.579779	52	3
2020-12-30 16:11:43.594747	52	3
2020-12-30 16:11:48.609782	51	3
2020-12-30 16:11:53.624847	51	3
2020-12-30 16:11:58.639847	51	3
2020-12-30 16:12:03.654840	51	3
2020-12-30 16:12:08.669902	50	3
2020-12-30 16:12:13.684920	49	3
2020-12-30 16:12:18.699988	50	3
2020-12-30 16:12:23.714987	49	3
2020-12-30 16:12:28.729989	49	3
2020-12-30 16:12:33.745132	50	3
2020-12-30 16:12:38.761926	49	3
2020-12-30 16:12:43.776955	48	3
2020-12-30 16:12:48.791447	48	3
2020-12-30 16:12:53.806155	48	3
2020-12-30 16:12:58.820529	47	3
2020-12-30 16:13:03.835247	48	3
2020-12-30 16:13:08.849638	47	3
2020-12-30 16:13:13.864432	47	3
2020-12-30 16:13:18.879603	47	3
2020-12-30 16:13:23.894584	46	3
2020-12-30 16:13:28.909555	46	3
2020-12-30 16:13:33.924658	46	3
2020-12-30 16:13:38.939610	45	3
2020-12-30 16:13:43.954653	45	3
2020-12-30 16:13:48.968742	45	3
2020-12-30 16:13:53.983039	45	3
2020-12-30 16:13:58.998159	44	3
2020-12-30 16:14:04.013207	44	3
2020-12-30 16:14:09.028264	44	3
2020-12-30 16:14:14.042184	43	2
2020-12-30 16:14:19.056723	43	2
2020-12-30 16:14:24.071629	43	2
2020-12-30 16:14:29.086742	43	2
2020-12-30 16:14:34.101773	43	2
2020-12-30 16:14:39.116863	42	2
2020-12-30 16:14:44.129109	42	2
2020-12-30 16:14:49.142724	42	2
2020-12-30 16:14:54.157742	42	2
2020-12-30 16:14:59.172687	42	2
2020-12-30 16:15:04.187771	41	2
2020-12-30 16:15:09.202740	41	2
2020-12-30 16:15:14.215721	41	2
2020-12-30 16:15:19.229483	41	2
2020-12-30 16:15:24.244447	40	2
2020-12-30 16:15:29.259487	40	2
2020-12-30 16:15:34.274562	40	2
2020-12-30 16:15:39.289536	40	2
2020-12-30 16:15:44.301778	40	2
2020-12-30 16:15:49.315346	40	2
2020-12-30 16:15:54.330272	39	2
2020-12-30 16:15:59.345212	39	2
2020-12-30 16:16:04.360248	40	2
2020-12-30 16:16:09.375174	38	2
2020-12-30 16:16:14.383263	38	2
2020-12-30 16:16:19.396806	38	2
2020-12-30 16:16:24.410997	38	2
2020-12-30 16:16:29.426148	37	2
2020-12-30 16:16:34.441131	37	2
2020-12-30 16:16:39.456145	37	2
2020-12-30 16:16:44.468294	37	2
2020-12-30 16:16:49.479917	37	2
2020-12-30 16:16:54.493011	37	2
2020-12-30 16:16:59.503115	37	2
2020-12-30 16:17:04.521145	36	2
2020-12-30 16:17:09.535744	36	2
2020-12-30 16:17:14.549897	36	2
2020-12-30 16:17:19.564558	36	2
2020-12-30 16:17:24.579448	35	2
2020-12-30 16:17:29.598507	35	2
2020-12-30 16:17:34.613047	35	2
2020-12-30 16:17:39.630251	34	2
2020-12-30 16:17:44.646737	34	2
2020-12-30 16:17:49.662384	34	2
2020-12-30 16:17:54.678583	34	2
2020-12-30 16:17:59.693331	35	2
2020-12-30 16:18:04.708345	33	2
2020-12-30 16:18:09.720955	33	2
2020-12-30 16:18:14.735726	33	2
2020-12-30 16:18:19.750620	33	2
2020-12-30 16:18:24.760976	33	2
2020-12-30 16:18:29.770986	32	2
2020-12-30 16:18:34.780960	33	2
2020-12-30 16:18:39.795756	32	2
2020-12-30 16:18:44.810648	32	2
2020-12-30 16:18:49.825429	32	2
2020-12-30 16:18:54.840278	32	2
2020-12-30 16:18:59.855049	32	2
2020-12-30 16:19:04.869814	32	2
2020-12-30 16:19:09.884604	31	2
2020-12-30 16:19:14.899486	31	2
2020-12-30 16:19:19.914226	31	2
2020-12-30 16:19:24.929141	31	2
2020-12-30 16:19:29.943888	31	2
